adult,genre_ids,id,original_language,original_title,overview,popularity,release_date,title,video,vote_average,vote_count
FALSE,"c(878, 28, 12, 35, 10770)",523849,en,The Last Sharknado: It's About Time,"With much of America lying in ruins, the rest of the world braces for a global sharknado, Fin and his family must travel around the world to stop them.",74.672,8/19/18,The Last Sharknado: It's About Time,FALSE,4.3,137
FALSE,"c(28, 878, 16)",503314,ja,<U+30C9><U+30E9><U+30B4><U+30F3><U+30DC><U+30FC><U+30EB><U+8D85><U+30B9><U+30FC><U+30D1><U+30FC> <U+30D6><U+30ED><U+30EA><U+30FC>,"Earth is peaceful following the Tournament of Power. Realizing that the universes still hold many more strong people yet to see, Goku spends all his days training to reach even greater heights. Then one day, Goku and Vegeta are faced by a Saiyan called 'Broly' who they've never seen before. The Saiyans were supposed to have been almost completely wiped out in the destruction of Planet Vegeta, so what's this one doing on Earth? This encounter between the three Saiyans who have followed completely different destinies turns into a stupendous battle, with even Frieza (back from Hell) getting caught up in the mix.",73.865,12/14/18,Dragon Ball Super: Broly,FALSE,7.8,2024
FALSE,"c(28, 12, 14, 878)",141052,en,Justice League,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",73.47,11/15/17,Justice League,FALSE,6.2,10659
FALSE,"c(16, 12, 10751, 35)",269149,en,Zootopia,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",72.812,2/11/16,Zootopia,FALSE,7.7,13108
FALSE,35,214756,en,Ted 2,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",72.557,6/25/15,Ted 2,FALSE,6.3,5739
FALSE,"c(12, 14, 18)",338952,en,Fantastic Beasts: The Crimes of Grindelwald,"Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.",72.372,11/14/18,Fantastic Beasts: The Crimes of Grindelwald,FALSE,6.9,8260
FALSE,"c(28, 12, 14)",297762,en,Wonder Woman,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,72.319,5/30/17,Wonder Woman,FALSE,7.3,16688
FALSE,"c(18, 10770)",441168,en,From Straight A's to XXX,"When a change of circumstances leaves Miriam unable to pay her college tuition, she makes a surprising decision: to start performing in adult films, using the pseudonym Belle Knox. Miriam lies to her family and her friends at school, keeping her double life a secret. But soon rumours spread and Miriam becomes the subject of vicious online attacks and unwanted attention. Miriam fights back: she talks to the media, saying her new line of work empowers her as a feminist. But her confident stand has unintended consequences. Miriam is shunned by her conservative family and her colleagues in the adult film world. One impulsive decision has quickly spiralled out of control - and Miriam's problems are just beginning.",72.214,2/11/17,From Straight A's to XXX,FALSE,5.7,65
FALSE,"c(12, 28, 14)",166426,en,Pirates of the Caribbean: Dead Men Tell No Tales,"Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",71.995,5/23/17,Pirates of the Caribbean: Dead Men Tell No Tales,FALSE,6.6,9384
FALSE,"c(28, 27, 53)",396535,ko,<U+BD80><U+C0B0><U+D589>,"Martial law is declared when a mysterious viral outbreak pushes Korea into a state of emergency. Those on an express train to Busan, a city that has successfully fended off the viral outbreak, must fight for their own survival…",71.887,7/20/16,Train to Busan,FALSE,7.8,4930
FALSE,"c(28, 18, 878, 53)",429415,en,Extinction,"A chief mechanic at a factory, haunted by apocalyptic nightmares, becomes a hero when Earth is invaded by a mysterious army bent on destruction.",71.605,7/26/18,Extinction,FALSE,6,1369
FALSE,"c(16, 10751, 12, 18, 35)",150540,en,Inside Out,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.",71.087,6/9/15,Inside Out,FALSE,7.9,16720
FALSE,"c(28, 12, 35, 14, 16)",433422,ja,<U+5287><U+5834><U+7248> FAIRY TAIL <U+300E>DRAGON CRY<U+300F>,"Natsu Dragneel and his friends travel to the island Kingdom of Stella, where they will reveal dark secrets, fight the new enemies and once again save the world from destruction.",71.01,5/6/17,Fairy Tail: Dragon Cry,FALSE,6.5,334
FALSE,"c(28, 12, 35, 14)",353486,en,Jumanji: Welcome to the Jungle,"The tables are turned as four teenagers are sucked into Jumanji's world - pitted against rhinos, black mambas and an endless variety of jungle traps and puzzles. To survive, they'll play as characters from the game.",70.622,12/9/17,Jumanji: Welcome to the Jungle,FALSE,6.8,10854
FALSE,"c(878, 28, 53, 12)",87101,en,Terminator Genisys,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",70.467,6/23/15,Terminator Genisys,FALSE,5.9,6748
FALSE,"c(16, 35, 10751)",295693,en,The Boss Baby,"A story about how a new baby's arrival impacts a family, told from the point of view of a delightfully unreliable narrator, a wildly imaginative 7 year old named Tim.",69.625,3/23/17,The Boss Baby,FALSE,6.5,5862
FALSE,"c(27, 878, 9648)",126889,en,Alien: Covenant,"Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world—which has a sole inhabitant: the 'synthetic', David, survivor of the doomed Prometheus expedition.",69.497,5/9/17,Alien: Covenant,FALSE,6,6557
FALSE,"c(80, 35, 28)",402900,en,Ocean's Eight,"Debbie Ocean, a criminal mastermind, gathers a crew of female thieves to pull off the heist of the century at New York's annual Met Gala.",68.509,6/7/18,Ocean's Eight,FALSE,7,6535
FALSE,28,440471,en,Escape Plan 2: Hades,"Ray Breslin manages an elite team of security specialists trained in the art of breaking people out of the world's most impenetrable prisons. When his most trusted operative, Shu Ren, is kidnapped and disappears inside the most elaborate prison ever built, Ray must track him down with the help of some of his former friends.",67.911,6/5/18,Escape Plan 2: Hades,FALSE,5,1023
FALSE,"c(12, 28, 14)",522417,en,The Scorpion King: Book of Souls,"The Scorpion King teams up with a female warrior named Tala, who is the sister of The Nubian King. Together they search for a legendary relic known as The Book of Souls, which will allow them to put an end to an evil warlord.",67.45,10/23/18,The Scorpion King: Book of Souls,FALSE,6,179
FALSE,"c(18, 27, 9648)",387827,es,Tiempo compartido,"While staying at a tropical resort, a man becomes convinced the American timeshare company running it has an evil plan to take away his loved ones.",67.399,8/2/18,Time Share,FALSE,5.5,41
FALSE,"c(28, 16, 12, 35)",374205,ja,<U+30EF><U+30F3><U+30D4><U+30FC><U+30B9> <U+30D5><U+30A3><U+30EB><U+30E0> GOLD,"The Straw Hat Pirates are taking on Gild Tesoro, one of the richest men in the world.",67.265,7/23/16,One Piece Film: GOLD,FALSE,7.2,285
FALSE,"c(878, 28, 18, 10749, 12, 53)",445651,en,The Darkest Minds,"After a disease kills 98% of America's children, the surviving 2% develop superpowers and are placed in internment camps. A 16-year-old girl escapes her camp and joins a group of other teens on the run from the government.",67.179,7/25/18,The Darkest Minds,FALSE,7,2112
FALSE,"c(28, 12, 14)",209112,en,Batman v Superman: Dawn of Justice,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",66.507,3/23/16,Batman v Superman: Dawn of Justice,FALSE,5.9,14938
FALSE,"c(28, 12, 14)",293167,en,Kong: Skull Island,"Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.",66.091,3/8/17,Kong: Skull Island,FALSE,6.5,8348
FALSE,27,480157,en,House of the Witch,"A group of high-school kids set out to play a Halloween prank at an abandoned house, but once they enter they become victims of a demonic witch who has set her wrath upon them.",65.873,10/7/17,House of the Witch,FALSE,4.4,93
FALSE,"c(80, 10749, 53)",438689,en,Siberia,"Lucas, a diamond trader who travels to Saint Petersburg to arrange a sale, discovers that his Russian business partner has left his hotel and gone to a small Siberian village, so Lucas also heads there to try find him.",65.661,7/13/18,Siberia,FALSE,4.8,385
FALSE,"c(12, 16, 10751, 35, 878)",278154,en,Ice Age: Collision Course,"Set after the events of Continental Drift, Scrat's epic pursuit of his elusive acorn catapults him outside of Earth, where he accidentally sets off a series of cosmic events that transform and threaten the planet. To save themselves from peril, Manny, Sid, Diego, and the rest of the herd leave their home and embark on a quest full of thrills and spills, highs and lows, laughter and adventure while traveling to exotic new lands and encountering a host of colorful new characters.",65.592,6/23/16,Ice Age: Collision Course,FALSE,6,3447
FALSE,"c(10751, 18, 35)",400928,en,Gifted,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",65.258,4/12/17,Gifted,FALSE,8.1,3933
FALSE,"c(14, 28, 80)",397852,fi,Rendel,"A Finnish superhero, a masked vigilante Rendel seeks for revenge and fights against VALA, the huge criminal organization.",65.181,9/22/17,Rendel,FALSE,5.4,156
FALSE,"c(28, 12)",353081,en,Mission: Impossible - Fallout,"When an IMF mission ends badly, the world is faced with dire consequences. As Ethan Hunt takes it upon himself to fulfill his original briefing, the CIA begin to question his loyalty and his motives. The IMF team find themselves in a race against time, hunted by assassins while trying to prevent a global catastrophe.",65.135,7/13/18,Mission: Impossible - Fallout,FALSE,7.4,6024
